Fold 0,Type,TN,FP,FN,TP,Accuracy,Recall,Precision,F1,AUC
Fold 0,Train,159,14,3,459,0.9732283464566929,0.9935064935064936,0.9704016913319239,0.9818181818181818,0.9562908190075821
Fold 0,Test,46,3,8,102,0.9308176100628931,0.9272727272727272,0.9714285714285714,0.9488372093023255,0.9330241187384045
Fold 1,Type,TN,FP,FN,TP,Accuracy,Recall,Precision,F1,AUC
Fold 1,Train,146,25,3,461,0.9559055118110236,0.9935344827586207,0.948559670781893,0.9705263157894737,0.923667826174632
Fold 1,Test,48,3,8,100,0.9308176100628931,0.9259259259259259,0.970873786407767,0.9478672985781991,0.9335511982570807
Fold 2,Type,TN,FP,FN,TP,Accuracy,Recall,Precision,F1,AUC
Fold 2,Train,161,15,4,455,0.9700787401574803,0.9912854030501089,0.9680851063829787,0.9795479009687836,0.953029065161418
Fold 2,Test,40,6,8,105,0.9119496855345912,0.9292035398230089,0.9459459459459459,0.9375,0.8993843786071566
Fold 3,Type,TN,FP,FN,TP,Accuracy,Recall,Precision,F1,AUC
Fold 3,Train,174,10,2,449,0.9811023622047244,0.9955654101995566,0.9782135076252724,0.986813186813187,0.9706087920563
Fold 3,Test,36,2,7,114,0.9433962264150944,0.9421487603305785,0.9827586206896551,0.9620253164556961,0.9447585906916052
Fold 4,Type,TN,FP,FN,TP,Accuracy,Recall,Precision,F1,AUC
Fold 4,Train,172,12,6,446,0.9716981132075472,0.9867256637168141,0.9737991266375546,0.9802197802197802,0.9607541362062332
Fold 4,Test,33,5,9,111,0.9113924050632911,0.925,0.9568965517241379,0.9406779661016949,0.8967105263157895
